tp_item,covergroup,coverpoint,bin,adopted
TP-CSR-058,CG-CSR-004,cp_mcinh_w,hpm7,0
TP-CSR-058,CG-CSR-004,cp_mcinh_w,hpm8,0
TP-CSR-058,CG-CSR-004,cp_mcinh_w,hpm9,0
TP-CSR-058,CG-CSR-004,cp_mcinh_w,ir,0
TP-CSR-058,CG-CSR-004,cp_mcinh_w,tm_ro,0
TP-CSR-058,CG-CSR-004,cp_op,csrrc,0
TP-CSR-058,CG-CSR-004,cp_op,csrrci,0
TP-CSR-058,CG-CSR-004,cp_op,csrrs,0
TP-CSR-058,CG-CSR-004,cp_op,csrrsi,0
TP-CSR-058,CG-CSR-004,cp_op,csrrw,0
TP-CSR-058,CG-CSR-004,cp_op,csrrwi,0
TP-CSR-058,CG-CSR-004,cp_wpat,all0,0
TP-CSR-058,CG-CSR-004,cp_wpat,rand,0
TP-CSR-058,CG-CSR-004,cp_wpat,small,0
TP-CSR-058,CG-CSR-004,cr_fam_op,mcinh_csrrc,0
TP-CSR-058,CG-CSR-004,cr_fam_op,mcinh_csrrci,0
TP-CSR-058,CG-CSR-004,cr_fam_op,mcinh_csrrs,0
TP-CSR-058,CG-CSR-004,cr_fam_op,mcinh_csrrsi,0
TP-CSR-058,CG-CSR-004,cr_fam_op,mcinh_csrrw,0
TP-CSR-058,CG-CSR-004,cr_fam_op,mcinh_csrrwi,0
TP-CSR-058,CG-CSR-004,cr_fam_wpat,mcinh_all0,0
TP-CSR-058,CG-CSR-004,cr_fam_wpat,mcinh_rand,0
TP-CSR-058,CG-CSR-004,cr_fam_wpat,mcinh_small,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,cy_csrrc,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,cy_csrrs,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,hi_ro_csrrw,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,hpm12_csrrs,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,hpm3_csrrsi,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,ir_csrrc,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,ir_csrrs,0
TP-CSR-058,CG-CSR-004,cr_mcinh_w_op,tm_ro_csrrw,0
TP-CSR-058,CG-CSR-016,cp_csr,mcountinhibit,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm10,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm11,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm12,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm3,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm4,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm5,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm6,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm7,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm8,0
TP-CSR-059,CG-CSR-004,cp_csr,hpm9,0
TP-CSR-059,CG-CSR-004,cp_csr,mcycle,0
TP-CSR-059,CG-CSR-004,cp_csr,mcycleh,0
TP-CSR-059,CG-CSR-004,cp_csr,minstret,0
TP-CSR-059,CG-CSR-004,cp_csr,minstreth,0
TP-CSR-059,CG-CSR-004,cp_inhibit,on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm10_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm11_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm12_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm3_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm4_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm5_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm6_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm7_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm8_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,hpm9_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,mcycle_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,mcycleh_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,minstret_on,0
TP-CSR-059,CG-CSR-004,cr_csr_inhibit,minstreth_on,0
TP-CSR-059,CG-CSR-013,cp_csr,mcycle,0
TP-CSR-059,CG-CSR-013,cp_csr,mcycleh,0
TP-CSR-059,CG-CSR-013,cp_inhibit,on,0
TP-CSR-059,CG-CSR-013,cp_kind,rd,0
TP-CSR-059,CG-CSR-013,cp_kind,wr,0
TP-CSR-059,CG-CSR-013,cr_cyc_wr,mcycle_rd_on,0
TP-CSR-059,CG-CSR-013,cr_cyc_wr,mcycle_wr_on,0
TP-CSR-059,CG-CSR-013,cr_cyc_wr,mcycleh_wr_on,0
TP-CSR-060,CG-CSR-004,cp_fam,mcinh,0
TP-CSR-060,CG-CSR-004,cp_mcinh_w,all1,0
TP-CSR-060,CG-CSR-004,cp_op,csrrs,0
TP-CSR-060,CG-CSR-004,cp_op,csrrw,0
TP-CSR-060,CG-CSR-004,cp_wpat,all1,0
TP-CSR-060,CG-CSR-004,cr_fam_wpat,mcinh_all1,0
TP-CSR-060,CG-CSR-004,cr_mcinh_w_op,all1_csrrs,0
TP-CSR-060,CG-CSR-004,cr_mcinh_w_op,all1_csrrw,0
TP-CSR-060,CG-CSR-013,cp_csr,minstret,0
TP-CSR-060,CG-CSR-013,cp_inhibit,off,0
TP-CSR-060,CG-CSR-013,cp_inhibit,on,0
TP-CSR-060,CG-CSR-013,cp_wb_state,retiring,0
TP-CSR-060,CG-CSR-013,cr_minstret_rd_wb,minstret_inh_retiring,0
TP-CSR-060,CG-CSR-013,cr_minstret_rd_wb,minstret_retiring,0
TP-CSR-061,CG-CSR-004,cp_csr,mhpmevent_impl,0
TP-CSR-061,CG-CSR-004,cp_csr,mhpmevent_unimpl,0
TP-CSR-061,CG-CSR-004,cp_fam,mhpmev,0
TP-CSR-061,CG-CSR-004,cp_op,csrrc,0
TP-CSR-061,CG-CSR-004,cp_op,csrrci,0
TP-CSR-061,CG-CSR-004,cp_op,csrrs,0
TP-CSR-061,CG-CSR-004,cp_op,csrrsi,0
TP-CSR-061,CG-CSR-004,cp_op,csrrw,0
TP-CSR-061,CG-CSR-004,cp_op,csrrwi,0
TP-CSR-061,CG-CSR-004,cp_wpat,all0,0
TP-CSR-061,CG-CSR-004,cp_wpat,all1,0
TP-CSR-061,CG-CSR-004,cp_wpat,rand,0
TP-CSR-061,CG-CSR-004,cr_fam_op,mhpmev_csrrc,0
TP-CSR-061,CG-CSR-004,cr_fam_op,mhpmev_csrrci,0
TP-CSR-061,CG-CSR-004,cr_fam_op,mhpmev_csrrs,0
TP-CSR-061,CG-CSR-004,cr_fam_op,mhpmev_csrrsi,0
TP-CSR-061,CG-CSR-004,cr_fam_op,mhpmev_csrrw,0
TP-CSR-061,CG-CSR-004,cr_fam_op,mhpmev_csrrwi,0
TP-CSR-061,CG-CSR-004,cr_fam_wpat,mhpmev_all0,0
TP-CSR-061,CG-CSR-004,cr_fam_wpat,mhpmev_all1,0
TP-CSR-061,CG-CSR-004,cr_fam_wpat,mhpmev_rand,0
TP-CSR-061,CG-CSR-016,cp_csr,mhpmevent,0
TP-CSR-061,CG-CSR-016,cp_csr,mhpmevent_unimpl,0
TP-CSR-062,CG-CSR-004,cp_csr,mcycle,0
TP-CSR-062,CG-CSR-004,cp_csr,mcycleh,0
TP-CSR-062,CG-CSR-004,cp_fam,cycle64,0
TP-CSR-062,CG-CSR-004,cp_inhibit,off,0
TP-CSR-062,CG-CSR-004,cp_op,csrrc,0
TP-CSR-062,CG-CSR-004,cp_op,csrrci,0
TP-CSR-062,CG-CSR-004,cp_op,csrrs,0
TP-CSR-062,CG-CSR-004,cp_op,csrrsi,0
TP-CSR-062,CG-CSR-004,cp_op,csrrw,0
TP-CSR-062,CG-CSR-004,cp_op,csrrwi,0
TP-CSR-062,CG-CSR-004,cp_wpat,all0,0
TP-CSR-062,CG-CSR-004,cp_wpat,all1,0
TP-CSR-062,CG-CSR-004,cp_wpat,rand,0
TP-CSR-062,CG-CSR-004,cp_wpat,small,0
TP-CSR-062,CG-CSR-004,cr_csr_inhibit,mcycle_off,0
TP-CSR-062,CG-CSR-004,cr_csr_inhibit,mcycleh_off,0
TP-CSR-062,CG-CSR-004,cr_fam_op,cycle64_csrrc,0
TP-CSR-062,CG-CSR-004,cr_fam_op,cycle64_csrrci,0
TP-CSR-062,CG-CSR-004,cr_fam_op,cycle64_csrrs,0
TP-CSR-062,CG-CSR-004,cr_fam_op,cycle64_csrrsi,0
TP-CSR-062,CG-CSR-004,cr_fam_op,cycle64_csrrw,0
TP-CSR-062,CG-CSR-004,cr_fam_op,cycle64_csrrwi,0
TP-CSR-062,CG-CSR-004,cr_fam_wpat,cycle64_all0,0
TP-CSR-062,CG-CSR-004,cr_fam_wpat,cycle64_all1,0
TP-CSR-062,CG-CSR-004,cr_fam_wpat,cycle64_rand,0
TP-CSR-062,CG-CSR-004,cr_fam_wpat,cycle64_small,0
TP-CSR-062,CG-CSR-013,cp_near_wrap,no,0
TP-CSR-062,CG-CSR-016,cp_csr,mcycle,0
TP-CSR-062,CG-CSR-016,cp_csr,mcycleh,0
TP-CSR-063,CG-CSR-013,cp_csr,mcycle,0
TP-CSR-063,CG-CSR-013,cp_inhibit,off,0
TP-CSR-063,CG-CSR-013,cp_kind,rd,0
TP-CSR-063,CG-CSR-013,cp_kind,wr,0
TP-CSR-063,CG-CSR-013,cr_cyc_wr,mcycle_rd_off,0
TP-CSR-063,CG-CSR-013,cr_cyc_wr,mcycle_wr_off,0
TP-CSR-064,CG-CSR-004,cp_fam,cycle64,0
TP-CSR-064,CG-CSR-004,cp_wpat,near_wrap,0
TP-CSR-064,CG-CSR-004,cr_fam_wpat,cycle64_near_wrap,0
TP-CSR-064,CG-CSR-013,cp_carry_win,no,0
TP-CSR-064,CG-CSR-013,cp_carry_win,yes,0
TP-CSR-064,CG-CSR-013,cp_csr,mcycle,0
TP-CSR-064,CG-CSR-013,cp_csr,mcycleh,0
TP-CSR-064,CG-CSR-013,cp_inhibit,off,0
TP-CSR-064,CG-CSR-013,cp_kind,rd,0
TP-CSR-064,CG-CSR-013,cp_kind,wr,0
TP-CSR-064,CG-CSR-013,cp_near_wrap,yes,0
TP-CSR-064,CG-CSR-013,cr_cyc_wr,mcycleh_wr_off,0
TP-CSR-064,CG-CSR-013,cr_near_wrap,mcycle_wrap_rd,0
TP-CSR-064,CG-CSR-013,cr_near_wrap,mcycleh_wrap_wr,0
TP-CSR-065,CG-CSR-013,cp_coincide,coincide,0
TP-CSR-065,CG-CSR-013,cp_csr,mcycle,0
TP-CSR-065,CG-CSR-013,cp_csr,mcycleh,0
TP-CSR-065,CG-CSR-013,cp_csr,minstret,0
TP-CSR-065,CG-CSR-013,cp_inhibit,off,0
TP-CSR-065,CG-CSR-013,cp_kind,clr,0
TP-CSR-065,CG-CSR-013,cp_kind,set,0
TP-CSR-065,CG-CSR-013,cr_cyc_wr,mcycle_clr_off,0
TP-CSR-065,CG-CSR-013,cr_cyc_wr,mcycle_set_off,0
TP-CSR-065,CG-CSR-013,cr_cyc_wr,mcycleh_clr_off,0
TP-CSR-065,CG-CSR-013,cr_cyc_wr,mcycleh_set_off,0
TP-CSR-065,CG-CSR-013,cr_minstret_wr,minstret_clr_coincide,0
TP-CSR-065,CG-CSR-013,cr_minstret_wr,minstret_set_coincide,0
TP-CSR-066,CG-CSR-004,cp_csr,minstret,0
TP-CSR-066,CG-CSR-004,cp_csr,minstreth,0
TP-CSR-066,CG-CSR-004,cp_fam,instret64,0
TP-CSR-066,CG-CSR-004,cp_inhibit,off,0
TP-CSR-066,CG-CSR-004,cp_op,csrrc,0
TP-CSR-066,CG-CSR-004,cp_op,csrrci,0
TP-CSR-066,CG-CSR-004,cp_op,csrrs,0
TP-CSR-066,CG-CSR-004,cp_op,csrrsi,0
TP-CSR-066,CG-CSR-004,cp_op,csrrw,0
TP-CSR-066,CG-CSR-004,cp_op,csrrwi,0
TP-CSR-066,CG-CSR-004,cp_wpat,all0,0
TP-CSR-066,CG-CSR-004,cp_wpat,all1,0
TP-CSR-066,CG-CSR-004,cp_wpat,near_wrap,0
TP-CSR-066,CG-CSR-004,cp_wpat,rand,0
TP-CSR-066,CG-CSR-004,cp_wpat,small,0
TP-CSR-066,CG-CSR-004,cr_csr_inhibit,minstret_off,0
TP-CSR-066,CG-CSR-004,cr_csr_inhibit,minstreth_off,0
TP-CSR-066,CG-CSR-004,cr_fam_op,instret64_csrrc,0
TP-CSR-066,CG-CSR-004,cr_fam_op,instret64_csrrci,0
TP-CSR-066,CG-CSR-004,cr_fam_op,instret64_csrrs,0
TP-CSR-066,CG-CSR-004,cr_fam_op,instret64_csrrsi,0
TP-CSR-066,CG-CSR-004,cr_fam_op,instret64_csrrw,0
TP-CSR-066,CG-CSR-004,cr_fam_op,instret64_csrrwi,0
TP-CSR-066,CG-CSR-004,cr_fam_wpat,instret64_all0,0
TP-CSR-066,CG-CSR-004,cr_fam_wpat,instret64_all1,0
TP-CSR-066,CG-CSR-004,cr_fam_wpat,instret64_near_wrap,0
TP-CSR-066,CG-CSR-004,cr_fam_wpat,instret64_rand,0
TP-CSR-066,CG-CSR-004,cr_fam_wpat,instret64_small,0
TP-CSR-066,CG-CSR-013,cp_csr,minstret,0
TP-CSR-066,CG-CSR-013,cp_kind,rd,0
TP-CSR-066,CG-CSR-013,cp_near_wrap,yes,0
TP-CSR-066,CG-CSR-013,cr_near_wrap,minstret_wrap_rd,0
TP-CSR-066,CG-CSR-016,cp_csr,minstret,0
TP-CSR-066,CG-CSR-016,cp_csr,minstreth,0
TP-CSR-067,CG-CSR-013,cp_coincide,coincide,0
TP-CSR-067,CG-CSR-013,cp_coincide,none,0
TP-CSR-067,CG-CSR-013,cp_csr,minstret,0
TP-CSR-067,CG-CSR-013,cp_csr,minstreth,0
TP-CSR-067,CG-CSR-013,cp_kind,wr,0
TP-CSR-067,CG-CSR-013,cr_minstret_wr,minstret_wr_coincide,0
TP-CSR-067,CG-CSR-013,cr_minstret_wr,minstret_wr_none,0
TP-CSR-067,CG-CSR-013,cr_minstret_wr,minstreth_wr_coincide,0
TP-CSR-068,CG-CSR-013,cp_csr,hpm_lo,0
TP-CSR-068,CG-CSR-013,cp_csr,minstret,0
TP-CSR-068,CG-CSR-013,cp_inhibit,off,0
TP-CSR-068,CG-CSR-013,cp_wb_state,idle,0
TP-CSR-068,CG-CSR-013,cp_wb_state,retiring,0
TP-CSR-068,CG-CSR-013,cp_wb_state,retiring_err,0
TP-CSR-068,CG-CSR-013,cr_minstret_rd_wb,hpm_lo_retiring,0
TP-CSR-068,CG-CSR-013,cr_minstret_rd_wb,minstret_idle,0
TP-CSR-068,CG-CSR-013,cr_minstret_rd_wb,minstret_retiring,0
TP-CSR-068,CG-CSR-013,cr_minstret_rd_wb,minstret_retiring_err,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm10,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm10h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm11,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm11h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm12,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm12h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm3,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm3h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm4,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm4h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm5,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm5h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm6,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm6h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm7,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm7h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm8,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm8h,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm9,0
TP-CSR-069,CG-CSR-004,cp_csr,hpm9h,0
TP-CSR-069,CG-CSR-004,cp_fam,hpm32,0
TP-CSR-069,CG-CSR-004,cp_fam,hpm32h,0
TP-CSR-069,CG-CSR-004,cp_inhibit,off,0
TP-CSR-069,CG-CSR-004,cp_op,csrrc,0
TP-CSR-069,CG-CSR-004,cp_op,csrrci,0
TP-CSR-069,CG-CSR-004,cp_op,csrrs,0
TP-CSR-069,CG-CSR-004,cp_op,csrrsi,0
TP-CSR-069,CG-CSR-004,cp_op,csrrw,0
TP-CSR-069,CG-CSR-004,cp_op,csrrwi,0
TP-CSR-069,CG-CSR-004,cp_wpat,all0,0
TP-CSR-069,CG-CSR-004,cp_wpat,all1,0
TP-CSR-069,CG-CSR-004,cp_wpat,rand,0
TP-CSR-069,CG-CSR-004,cp_wpat,small,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm10_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm11_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm12_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm3_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm4_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm5_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm6_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm7_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm8_off,0
TP-CSR-069,CG-CSR-004,cr_csr_inhibit,hpm9_off,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32_csrrc,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32_csrrci,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32_csrrs,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32_csrrsi,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32_csrrw,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32_csrrwi,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32h_csrrc,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32h_csrrci,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32h_csrrs,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32h_csrrsi,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32h_csrrw,0
TP-CSR-069,CG-CSR-004,cr_fam_op,hpm32h_csrrwi,0
TP-CSR-069,CG-CSR-004,cr_fam_wpat,hpm32_all0,0
TP-CSR-069,CG-CSR-004,cr_fam_wpat,hpm32_all1,0
TP-CSR-069,CG-CSR-004,cr_fam_wpat,hpm32_rand,0
TP-CSR-069,CG-CSR-004,cr_fam_wpat,hpm32_small,0
TP-CSR-069,CG-CSR-004,cr_fam_wpat,hpm32h_all0,0
TP-CSR-069,CG-CSR-004,cr_fam_wpat,hpm32h_all1,0
TP-CSR-069,CG-CSR-004,cr_fam_wpat,hpm32h_rand,0
TP-CSR-069,CG-CSR-016,cp_csr,hpm,0
TP-CSR-069,CG-CSR-016,cp_csr,hpmh,0
TP-CSR-070,CG-CSR-004,cp_fam,hpm32,0
TP-CSR-070,CG-CSR-004,cp_wpat,near_wrap,0
TP-CSR-070,CG-CSR-004,cr_fam_wpat,hpm32_near_wrap,0
TP-CSR-070,CG-CSR-013,cp_coincide,coincide,0
TP-CSR-070,CG-CSR-013,cp_csr,hpm_lo,0
TP-CSR-070,CG-CSR-013,cp_kind,rd,0
TP-CSR-070,CG-CSR-013,cp_kind,set,0
TP-CSR-070,CG-CSR-013,cp_kind,wr,0
TP-CSR-070,CG-CSR-013,cp_near_wrap,yes,0
TP-CSR-070,CG-CSR-013,cr_minstret_wr,hpm_lo_set_coincide,0
TP-CSR-070,CG-CSR-013,cr_minstret_wr,hpm_lo_wr_coincide,0
TP-CSR-070,CG-CSR-013,cr_near_wrap,hpm_wrap_rd,0
TP-CSR-071,CG-CSR-004,cp_csr,hpm_unimpl,0
TP-CSR-071,CG-CSR-004,cp_csr,hpm_unimpl_h,0
TP-CSR-071,CG-CSR-004,cp_fam,hpm_unimpl,0
TP-CSR-071,CG-CSR-004,cp_op,csrrc,0
TP-CSR-071,CG-CSR-004,cp_op,csrrci,0
TP-CSR-071,CG-CSR-004,cp_op,csrrs,0
TP-CSR-071,CG-CSR-004,cp_op,csrrsi,0
TP-CSR-071,CG-CSR-004,cp_op,csrrw,0
TP-CSR-071,CG-CSR-004,cp_op,csrrwi,0
TP-CSR-071,CG-CSR-004,cp_wpat,all1,0
TP-CSR-071,CG-CSR-004,cp_wpat,rand,0
TP-CSR-071,CG-CSR-004,cr_fam_op,hpm_unimpl_csrrc,0
TP-CSR-071,CG-CSR-004,cr_fam_op,hpm_unimpl_csrrci,0
TP-CSR-071,CG-CSR-004,cr_fam_op,hpm_unimpl_csrrs,0
TP-CSR-071,CG-CSR-004,cr_fam_op,hpm_unimpl_csrrsi,0
TP-CSR-071,CG-CSR-004,cr_fam_op,hpm_unimpl_csrrw,0
TP-CSR-071,CG-CSR-004,cr_fam_op,hpm_unimpl_csrrwi,0
TP-CSR-071,CG-CSR-004,cr_fam_wpat,hpm_unimpl_all1,0
TP-CSR-071,CG-CSR-004,cr_fam_wpat,hpm_unimpl_rand,0
TP-CSR-071,CG-CSR-016,cp_csr,hpm_unimpl,0
TP-CSR-072,CG-CSR-013,cp_csr,hpm10,0
TP-CSR-072,CG-CSR-013,cp_inhibit,off,0
TP-CSR-072,CG-CSR-013,cp_wb_state,idle,0
TP-CSR-072,CG-CSR-013,cp_wb_state,retiring,0
TP-CSR-072,CG-CSR-013,cr_minstret_rd_wb,hpm10_idle,0
TP-CSR-072,CG-CSR-013,cr_minstret_rd_wb,hpm10_retiring,0
TP-CSR-073,CG-CSR-004,cp_fam,hpm32h,0
TP-CSR-073,CG-CSR-004,cp_op,csrrw,0
TP-CSR-073,CG-CSR-004,cr_fam_op,hpm32h_csrrw,0
TP-CSR-073,CG-CSR-013,cp_coincide,coincide,0
TP-CSR-073,CG-CSR-013,cp_csr,hpm_hi,0
TP-CSR-073,CG-CSR-013,cp_kind,wr,0
TP-CSR-073,CG-CSR-013,cp_near_wrap,yes,0
TP-CSR-073,CG-CSR-013,cr_minstret_wr,hpm_hi_wr_coincide,0
TP-CSR-073,CG-CSR-013,cr_near_wrap,hpm_hi_wrap_wr,0
TP-CSR-074,CG-CSR-007,cp_csr,dcsr,0
TP-CSR-074,CG-CSR-007,cp_dcsr_ebreakm_w,b0,0
TP-CSR-074,CG-CSR-007,cp_dcsr_ebreakm_w,b1,0
TP-CSR-074,CG-CSR-007,cp_dcsr_ebreaku_w,b0,0
TP-CSR-074,CG-CSR-007,cp_dcsr_ebreaku_w,b1,0
TP-CSR-074,CG-CSR-007,cp_dcsr_ro_w,none,0
TP-CSR-074,CG-CSR-007,cp_dcsr_ro_w,some,0
TP-CSR-074,CG-CSR-007,cp_dcsr_step_w,b0,0
TP-CSR-074,CG-CSR-007,cp_dcsr_step_w,b1,0
TP-CSR-074,CG-CSR-007,cp_op,csrrc,0
TP-CSR-074,CG-CSR-007,cp_op,csrrci,0
TP-CSR-074,CG-CSR-007,cp_op,csrrs,0
TP-CSR-074,CG-CSR-007,cp_op,csrrsi,0
TP-CSR-074,CG-CSR-007,cp_op,csrrw,0
TP-CSR-074,CG-CSR-007,cp_op,csrrwi,0
TP-CSR-074,CG-CSR-007,cp_priv,m,0
TP-CSR-074,CG-CSR-007,cp_wpat,all0,0
TP-CSR-074,CG-CSR-007,cp_wpat,illegal_only,0
TP-CSR-074,CG-CSR-007,cp_wpat,legal_only,0
TP-CSR-074,CG-CSR-007,cp_wpat,rand,0
TP-CSR-074,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrc,0
TP-CSR-074,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrci,0
TP-CSR-074,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrs,0
TP-CSR-074,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrsi,0
TP-CSR-074,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrw,0
TP-CSR-074,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrwi,0
TP-CSR-074,CG-CSR-007,cr_csr_wpat_dbg,dcsr_all0,0
TP-CSR-074,CG-CSR-007,cr_csr_wpat_dbg,dcsr_illegal,0
TP-CSR-074,CG-CSR-007,cr_csr_wpat_dbg,dcsr_legal,0
TP-CSR-074,CG-CSR-007,cr_csr_wpat_dbg,dcsr_rand,0
TP-CSR-074,CG-CSR-007,cr_dcsr_bits,all0,0
TP-CSR-074,CG-CSR-007,cr_dcsr_bits,ebreakm_only,0
TP-CSR-074,CG-CSR-007,cr_dcsr_bits,ebreakm_u,0
TP-CSR-074,CG-CSR-007,cr_dcsr_bits,ebreaku_only,0
TP-CSR-074,CG-CSR-007,cr_dcsr_bits,step_ebreakm,0
TP-CSR-074,CG-CSR-007,cr_dcsr_bits,step_only,0
TP-CSR-074,CG-CSR-007,cr_dcsr_ro_w,none_csrrw,0
TP-CSR-074,CG-CSR-007,cr_dcsr_ro_w,some_csrrs,0
TP-CSR-074,CG-CSR-007,cr_dcsr_ro_w,some_csrrw,0
TP-CSR-075,CG-CSR-007,cp_csr,dcsr,0
TP-CSR-075,CG-CSR-007,cp_dcsr_prv_w,m,0
TP-CSR-075,CG-CSR-007,cp_op,csrrw,0
TP-CSR-075,CG-CSR-007,cp_wpat,all1,0
TP-CSR-075,CG-CSR-007,cr_csr_wpat_dbg,dcsr_all1,0
TP-CSR-075,CG-CSR-007,cr_dcsr_bits,all1,0
TP-CSR-075,CG-CSR-007,cr_prv_w_op,prv_m_csrrw,0
TP-CSR-075,CG-PRV-007,cp_cause,ebreak,0
TP-CSR-075,CG-PRV-007,cp_cause,haltreq,0
TP-CSR-075,CG-PRV-007,cp_cause,step,0
TP-CSR-075,CG-PRV-007,cp_cause,trigger,0
TP-CSR-076,CG-CSR-007,cp_csr,dcsr,0
TP-CSR-076,CG-CSR-007,cp_dcsr_ebreaks_w,b0,0
TP-CSR-076,CG-CSR-007,cp_dcsr_ebreaks_w,b1,0
TP-CSR-076,CG-CSR-007,cp_op,csrrc,0
TP-CSR-076,CG-CSR-007,cp_op,csrrs,0
TP-CSR-076,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrc,0
TP-CSR-076,CG-CSR-007,cr_csr_op_dbg,dcsr_csrrs,0
TP-CSR-076,CG-CSR-007,cr_dcsr_bits,ebreaks_only,0
TP-CSR-077,CG-CSR-007,cp_dcsr_prv_w,h,0
TP-CSR-077,CG-CSR-007,cp_dcsr_prv_w,m,0
TP-CSR-077,CG-CSR-007,cp_dcsr_prv_w,s,0
TP-CSR-077,CG-CSR-007,cp_dcsr_prv_w,u,0
TP-CSR-077,CG-CSR-007,cp_op,csrrc,0
TP-CSR-077,CG-CSR-007,cp_op,csrrs,0
TP-CSR-077,CG-CSR-007,cp_op,csrrsi,0
TP-CSR-077,CG-CSR-007,cp_op,csrrw,0
TP-CSR-077,CG-CSR-007,cr_prv_w_op,prv_h_csrrsi,0
TP-CSR-077,CG-CSR-007,cr_prv_w_op,prv_h_csrrw,0
TP-CSR-077,CG-CSR-007,cr_prv_w_op,prv_m_csrrw,0
TP-CSR-077,CG-CSR-007,cr_prv_w_op,prv_s_csrrs,0
TP-CSR-077,CG-CSR-007,cr_prv_w_op,prv_s_csrrw,0
